_id,name,name_de,name_fr,name_es,name_it,name_jp,type,sub_type,rarity,carry_capacity,buy,sell,description,icon_name,armor_dupe_name_fix
828,Tigrex Fang,Tigrex-Reißzahn,Croc Tigrex,Colmillo de Tigrex,Tigrex: zanna,轟竜の牙,Flesh,,4,99,,600,,Fang-Yellow.png,
829,Tigrex Fang+,Tigrex-Reißzahn+,Croc Tigrex +,Colmillo de Tigrex+,Tigrex: zanna+,轟竜の鋭牙,Flesh,,6,99,,1800,,Fang-Yellow.png,
830,Tigrex Hardfang,Tigrex-Hartreißzahn,Croc lourd Tigrex,Colm. pesado Tigrex,Tigrex: zanna dura,轟竜の重牙,Flesh,,8,99,,5400,,Fang-Yellow.png,
831,Tigrex Scalp,Tigrex-Schädelpanzer,Crâne Tigrex,Cráneo de Tigrex,Tigrex: teschio,轟竜の頭殻,Flesh,,4,99,,2300,,Carapace-Yellow.png,
832,Tigrex Maw,Tigrex-Rachen,Mâchoire Tigrex,Fauces de Tigrex,Tigrex: fauci,轟竜のアギト,Flesh,,7,99,,6800,,Carapace-Yellow.png,
833,Tigrex Mantle,Tigrex-Hülle,Mante Tigrex,Manto de Tigrex,Tigrex: mantello,轟竜の天鱗,Flesh,,9,99,,10200,,Mantle-Yellow.png,
834,B.Tigrex Scale+,BrachialTigrexSchpp+,Écaille Tigrex noir +,Escama de Tigrex-P+,Tigrex b: scaglia+,黒轟竜の上鱗,Flesh,,6,99,,2050,,Scale-Grey.png,
835,B.Tigrex Shard,BrachialTgrxScherbe,Éclat Tigrex noir,Esquirla Tigrex n.,Tigrex b: frammento,黒轟竜の厚鱗,Flesh,,8,99,,6150,,Scale-Grey.png,
836,B.Tigrex Carapace,BrachiTigrexRcknpnzr,Cuirasse Tigrex noir,Coraza Tigrex-P,Tigrex b: carapace,黒轟竜の堅殻,Flesh,,6,99,,2730,,Shell-Grey.png,
837,B.Tigrex Cortex,BrachialTigrexKortex,Cortex Tigrex noir,Corteza Tigrex n.,Tigrex b: corteccia,黒轟竜の重殻,Flesh,,8,99,,8190,,Shell-Grey.png,
838,B.Tigrex Claw+,BrachialTigrexKlaue+,Griffe Tigrex noir +,Garra de Tigrex-P+,Tigrex b: artiglio+,黒轟竜の尖爪,Flesh,,6,99,,2940,,Fang-Grey.png,
839,B.Tigrex Hardclaw,BrachTigrexHartklaue,Serre Tigrex noir,Garra dura Tigrex n.,Tigrex b: art. duro,黒轟竜の剛爪,Flesh,,8,99,,8820,,Fang-Grey.png,
840,B.Tigrex Fang+,BrachialTigrexRßzhn+,Croc Tigrex noir +,Colmillo Tigrex-P+,Tigrex b: zanna+,黒轟竜の鋭牙,Flesh,,6,99,,2520,,Fang-Grey.png,
841,B.Tigrex Hardfang,BrachiTgrxHartreißzn,Croc mass Tigrex noir,Colm. duro Tigrex n.,Tigrex b: zanna dura,黒轟竜の重牙,Flesh,,8,99,,7560,,Fang-Grey.png,
842,M.Tigrex Scale+,MagmaTigrex-Schuppe+,Écaille Tigrex mag +,Escama de Tigrex-Í+,Tigrex l: scaglia+,大轟竜の上鱗,Flesh,,6,99,,2960,,Scale-Red.png,
843,M.Tigrex Shard,Magma-Tigrex-Scherbe,Éclat Tigrex magma,Esquirla de Tigrex í.,Tigrex l: frammento,大轟竜の厚鱗,Flesh,,8,99,,8880,,Scale-Red.png,
844,M.Tigrex Carapace,MagmaTigrexRücknpnzr,Cuirasse Tigrex magma,Coraza de Tigrex-Í,Tigrex l: carapace,大轟竜の堅殻,Flesh,,6,99,,5380,,Shell-Red.png,
845,M.Tigrex Cortex,Magma-Tigrex-Kortex,Cortex Tigrex magma,Corteza de Tigrex í.,Tigrex l: corteccia,大轟竜の重殻,Flesh,,8,99,,16140,,Shell-Red.png,
846,M.Tigrex Blastclaw,MagmaTigrexSchlitzer,Exploseur Tigrex mag,Cortador de Tigrex-Í,Tigrex l: innesco,大轟竜の爆爪,Flesh,,6,99,,3460,,Fang-Red.png,
847,M.Tigrex Trigger,MagmaTigrexAuslöser,Détonateur Tigrex m,Gatillo Tigrex í.,Tigrex l: innesco+,大轟竜の剛爆爪,Flesh,,8,99,,10380,,Fang-Red.png,
848,M.Tigrex Fang+,MagmaTgrex-Reißzahn+,Croc Tigrex magma +,Colmillo Tigrex-Í+,Tigrex l: zanna+,大轟竜の鋭牙,Flesh,,6,99,,3020,,Fang-Red.png,
849,M.Tigrex Hardfang,MagmTgrxHartreißzhn,Croc massif Tigrex m,Colm. duro Tigrex í.,Tigrex l: zanna dura,大轟竜の重牙,Flesh,,8,99,,9060,,Fang-Red.png,
850,M.Tigrex Tail,Magma-Tigrex-Schwanz,Queue Tigrex magma,Cola de Tigrex-Í,Tigrex l: coda,大轟竜の尻尾,Flesh,,6,99,,9200,,Carapace-Red.png,
851,M.Tigrex Lash,MagmaTigrexPeitsche,Fouet Tigrex magma,Látigo Tigrex í.,Tigrex l: frusta,大轟竜の靭尾,Flesh,,8,99,,15600,,Carapace-Red.png,
852,Pulsating Blastheart,Pulsierendes Herz,Cœur palpitant,Corazón latiente,Cuore pulsante,脈動する爆心,Flesh,,7,99,,12000,,Monster-Jewel-Red.png,
853,Dire Blastheart,Schreckliches Herz,Cœur fulminant,Núcleo funesto,Cuore tremendo,驚異の大爆心,Flesh,,9,99,,18000,,Monster-Jewel-Red.png,
854,Gore Magala Scale,Gore-Magala-Schuppe,Écaille Gore Magala,Escama Gore Magala,G.Magala: scaglia,黒蝕竜の鱗,Flesh,,4,99,,540,,Scale-Grey.png,
855,Gore Magala Scale+,Gore-Magala-Schuppe+,Écaille Gore Magala +,Escama Gore Magala+,G.Magala: scaglia+,黒蝕竜の上鱗,Flesh,,6,99,,1290,,Scale-Grey.png,
856,Gore Magala Shard,Gore-Magala-Scherbe,Éclat Gore Magala,Esquirla Gore Magala,G.Magala: frammento,黒蝕竜の厚鱗,Flesh,,8,99,,3870,,Scale-Grey.png,
857,Gore Magala Shell,Gore-Magala-Panzer,Carapace Gore Magala,Caparazón G. Magala,G.Magala: corazza,黒蝕竜の甲殻,Flesh,,4,99,,420,,Shell-Grey.png,
858,Gore Magala Carapace,GoreMagalaRückenpnzr,Cuirasse Gore Magala,Coraza Gore Magala,G.Magala: carapace,黒蝕竜の堅殻,Flesh,,6,99,,1150,,Shell-Grey.png,
859,Gore Magala Cortex,Gore-Magala-Kortex,Cortex Gore Magala,Corteza Gore Magala,G.Magala: corteccia,黒蝕竜の重殻,Flesh,,8,99,,3450,,Shell-Grey.png,
860,Gore Magala Wing,Gore-Magala-Flügel,Aile Gore Magala,Ala de Gore Magala,G.Magala: ala,黒蝕竜の暗翼,Flesh,,4,99,,980,,Carapace-Grey.png,
861,Gore Magala Wing+,Gore-Magala-Flügel+,Aile Gore Magala +,Ala Gore Magala+,G.Magala: ala+,黒蝕竜の上暗翼,Flesh,,6,99,,2100,,Carapace-Grey.png,
862,Gore Magala Eclipse,Gore-Magala-Finsternis,Éclipse Gore Magala,Eclipse Gore Magala,G.Magala: eclisse,黒蝕竜の暗黒翼,Flesh,,8,99,,6300,,Carapace-Grey.png,
863,Gore Magala Ripclaw,Gore-Magala-Kralle,Serre Gore Magala,Talón Gore Magala,G.Magala: sperone,黒蝕竜の惨爪,Flesh,,4,99,,680,,Fang-Grey.png,
864,Gore Magala Ripclaw+,Gore-Magala-Reißer,Déchireur Gore Magala,Espolón Gore Magala,G.Magala: bisturi,黒蝕竜の鋭惨爪,Flesh,,6,99,,1580,,Fang-Grey.png,
865,Gore Magala Shredder,GoreMagala-Schredder,Broyeur Gore Magala,Triturad. Gore Magala,G.Magala: trinciatore,黒蝕竜の剛惨爪,Flesh,,8,99,,4740,,Fang-Grey.png,
866,Gore Magala Tail,Gore-Magala-Schwanz,Queue Gore Magala,Cola Gore Magala,G.Magala: coda,黒蝕竜の尻尾,Flesh,,4,99,,1100,,Carapace-Grey.png,
867,Gore Magala Lash,Gore-Magala-Peitsche,Fouet Gore Magala,Látigo Gore Magala,G.Magala: frusta,黒蝕竜の靱尾,Flesh,,8,99,,3300,,Carapace-Grey.png,
868,Gore Magala Plate,Gore-Magala-Platte,Plaque Gore Magala,Quilla Gore Magala,G.Magala: piastra,黒蝕竜の逆鱗,Flesh,,5,99,,5040,,Scale-Grey.png,
869,Gore Magala Nyctgem,Gore-Magala-Nyxstein,Gemme nuit Gore Mag,Nictogema G. Magala,G.Magala: gemma,黒蝕竜の闇玉,Flesh,,7,99,,8000,,Monster-Jewel-Grey.png,
870,Gore Magala Mantle,Gore-Magala-Hülle,Mante Gore Magala,Manto de Gore Magala,G.Magala: mantello,黒蝕竜の天鱗,Flesh,,9,99,,12000,,Mantle-Grey.png,
871,Gore Magala Feeler,Gore-Magala-Fühler,Antenne Gore Magala,Sensor Gore Magala,G.Magala: antenna,黒蝕竜の触角,Flesh,,4,99,,1240,,Fang-Grey.png,
872,Gore Magala Feeler+,Gore-Magala-Fühler+,Antenne Gore Magala +,Sensor Gore Magala+,G.Magala: antenna+,黒蝕竜の尖触角,Flesh,,6,99,,2100,,Fang-Grey.png,
873,Gore Magala Sensor,Gore-Magala-Sensor,Capteur Gore Magala,Sensor Gore Magala,G.Magala: sensore,黒蝕竜の剛触角,Flesh,,8,99,,6300,,Fang-Grey.png,
874,Defiled Scale,Entweihte Schuppe,Écaille maculée,Escama impura,Scaglia infetta,穢れた竜鱗,Flesh,,4,99,,560,,Scale-Grey.png,
875,Chaos Scale,Chaos-Schuppe,Écaille du chaos,Escama del caos,Scaglia del caos,渾沌の竜鱗,Flesh,,8,99,,5030,,Scale-Grey.png,
876,Diametrical Horn,Diametrales Horn,Corne diamétrale,Cuerno diametral,Corno diammetrico,相克の変異角,Flesh,,8,99,,8190,,Fang-Grey.png,
877,Antinomic Wing,Antinomischer Flügel,Aile antinomique,Ala antimónica,Ala antinomica,二律を纏う乱翼,Flesh,,8,99,,8190,,Carapace-Grey.png,
878,Contrary Scale,Gegensatzschuppe,Écaille contradictoire,Escama opuesta,Scaglia contrapposta,背反する双逆鱗,Flesh,,9,99,,15600,,Scale-Grey.png,
879,S.Magala Scale,ShagaruMagalaSchuppe,Écaille Shagaru Maga,Escama Shag. Magala,S.Magala: scaglia,天廻龍の鱗,Flesh,,4,99,,700,,Scale-White.png,
880,S.Magala Scale+,ShagaruMagalaSchupp+,Écaille Shagaru M +,Escama Shag. Magala+,S.Magala: scaglia+,天廻龍の上鱗,Flesh,,6,99,,1650,,Scale-White.png,
881,S.Magala Shard,ShagaruMagalaScherbe,Éclat Shagaru Magala,Esquirla S. Magala,S.Magala: frammento,天廻龍の厚鱗,Flesh,,8,99,,4950,,Scale-White.png,
882,S.Magala Shell,ShagaruMagala-Panzer,Carapace Shagaru Mag,Caparazón S. Magala,S.Magala: corazza,天廻龍の甲殻,Flesh,,4,99,,550,,Shell-White.png,
883,S.Magala Carapace,ShagaruMagalaRcknpnz,Cuirasse Shagaru Mag,Coraza Shag. Magala,S.Magala: carapace,天廻龍の堅殻,Flesh,,6,99,,1500,,Shell-White.png,
884,S.Magala Cortex,ShagaruMagalaKortex,Cortex Shagaru Magala,Corteza S. Magala,S.Magala: corteccia,天廻龍の重殻,Flesh,,8,99,,4500,,Shell-White.png,
885,S.Magala Prismwing,ShagMagPrismaflügel,Aile prisme Shaga M,Ala Shagaru Magala,S.Magala: ala,天廻龍の虹翼,Flesh,,4,99,,1270,,Carapace-White.png,
886,S.Magala Prismwing+,ShagMagPrismaflügel+,Aile prisme Shaga M +,Ala Shagaru Magala+,S.Magala: ala+,天廻龍の上虹翼,Flesh,,6,99,,2730,,Carapace-White.png,
887,S.Magala Lightwing,ShgruMgalaLeichtflgl,Ailette Shagaru Mag,Ala ligera S. Magala,S.Magala: ala leggera,天廻龍の光虹翼,Flesh,,8,99,,8190,,Carapace-White.png,
888,S.Magala Caress,ShagaruMagala-Kralle,Serre Shagaru Magala,Talón Shagaru Magala,S.Magala: sperone,天廻龍の浄爪,Flesh,,4,99,,880,,Fang-White.png,
889,S.Magala Caress+,ShagaruMagalaUmarmng,Caresse Shagaru Maga,Caricia Shag. Magala,S.Magala: artiglio,天廻龍の鋭浄爪,Flesh,,6,99,,2050,,Fang-White.png,
890,S.Magala Purifier,ShagaruMagalaReinigr,Purificateur Shagaru M,Purificador S. Magala,S.Magala: purificatore,天廻龍の剛浄爪,Flesh,,8,99,,6150,,Fang-White.png,
891,S.Magala Tail,ShagaruMagalaSchwanz,Queue Shagaru Magala,Cola Shagaru Magala,S.Magala: coda,天廻龍の尻尾,Flesh,,4,99,,1430,,Carapace-White.png,
892,S.Magala Lash,ShagaruMagalaPtsche,Fouet Shagaru Magala,Látigo de S. Magala,S.Magala: frusta,天廻龍の靭尾,Flesh,,8,99,,8580,,Carapace-White.png,
893,S.Magala Plate,ShagaruMagala-Platte,Plaque Shagaru Magala,Quilla Shag. Magala,S.Magala: piastra,天廻龍の逆鱗,Flesh,,5,99,,6550,,Scale-White.png,
894,S.Magala Phosgem,ShagaruMagaPhosstein,Gemme phospho Shag M,Fosgema Shag. Magala,S.Magala: fosgemma,天廻龍の光玉,Flesh,,7,99,,10000,,Monster-Jewel-White.png,
895,S.Magala Mantle,Shagaru-Magala-Hülle,Mante Shagaru Magala,Manto de S. Magala,S.Magala: mantello,天廻龍の天鱗,Flesh,,9,99,,15000,,Mantle-White.png,
896,S.Magala Horn,Shagaru-Magala-Horn,Corne Shagaru Magala,Cuerno Shag. Magala,S.Magala: corno,天廻龍の角,Flesh,,4,99,,1600,,Fang-White.png,
897,S.Magala Horn+,Shagaru-Magala-Horn+,Corne Shagaru Maga +,Cuerno Shag. Magala+,S.Magala: corno+,天廻龍の尖角,Flesh,,6,99,,3000,,Fang-White.png,
898,S.Magala Hardhorn,ShagaruMagalaHarthrn,Vouge Shagaru Magala,Cuerno S. Magala,S.Magala: corno duro,天廻龍の剛角,Flesh,,8,99,,9000,,Fang-White.png,
899,Pure Scale,Reine Schuppe,Écaille pure,Escama pura,Scaglia pura,純白の龍鱗,Flesh,,4,99,,720,,Scale-White.png,
900,Seregios Slavescale,SeregiosSklavnschppe,Trancheur Seregios,Esclascama Seregios,Seregios: scaglia,千刃竜の鋭刃鱗,Flesh,,6,99,,1470,,Scale-Yellow.png,
901,Seregios Slavescale+,SeregiosSklavnschpp+,Trancheur Seregios +,Esclascama Seregios+,Seregios: scaglia+,千刃竜の斬刃鱗,Flesh,,8,99,,4410,,Scale-Yellow.png,
902,Seregios Airblade,Seregios-Luftklinge,Aérolame Seregios,Filo de Seregios,Seregios: cielolama,千刃竜の飛刃,Flesh,,6,99,,1950,,Scale-Yellow.png,
903,Seregios Airblade+,Seregios-Luftklinge+,Aérolame Seregios +,Filo de Seregios+,Seregios: cielolama+,千刃竜の破刃,Flesh,,8,99,,5850,,Scale-Yellow.png,
904,Seregios Carver,Seregios-Zerleger,Dépeceur Seregios,Cortador Seregios,Seregios: scalco,千刃竜の刻爪,Flesh,,6,99,,2550,,Fang-Yellow.png,
905,Seregios Carver+,Seregios-Zerleger+,Dépeceur Seregios +,Cortador Seregios+,Seregios: scalco+,千刃竜の閃裂爪,Flesh,,8,99,,7650,,Fang-Yellow.png,
906,Seregios Breacher,SeregiosDurchbrecher,Écarteleur Seregios,Fisurador Seregios,Seregios: fenditore,千刃竜の伐刀角,Flesh,,6,99,,2100,,Fang-Yellow.png,
907,Seregios Breacher+,SeregiosDurchbrechr+,Écarteleur Seregios +,Fisurador Seregios+,Seregios: fenditore+,千刃竜の断刀角,Flesh,,8,99,,6300,,Fang-Yellow.png,
908,Seregios Scraper,Seregios-Kratzer,Broyeur Seregios,Arañadora Seregios,Seregios: grattugia,千刃竜の尖翼爪,Flesh,,6,99,,1800,,Fang-Yellow.png,
909,Seregios Scraper+,Seregios-Kratzer+,Broyeur Seregios +,Arañadora Seregios+,Seregios: grattugia+,千刃竜の斬翼爪,Flesh,,8,99,,5400,,Fang-Yellow.png,
910,Seregios Impaler,Seregios-Pfähler,Empaleur Seregios,Empaladora Seregios,Seregios: impalatore,千刃竜の槍尾,Flesh,,6,99,,2400,,Carapace-Yellow.png,
911,Seregios Impaler+,Seregios-Pfähler+,Empaleur Seregios +,Empaladora Seregios+,Seregios: impalatore+,千刃竜の絶槍尾,Flesh,,8,99,,7200,,Carapace-Yellow.png,
912,Seregios Dissenter,Seregios-Querulant,Écraseur Seregios,Disidente Seregios,Seregios: sc. ribelle,千刃竜の反逆鱗,Flesh,,7,99,,9700,,Scale-Yellow.png,
913,Seregios Lens,Seregios-Linse,Œil Seregios,Lente de Seregios,Seregios: lente,千刃竜の鏡玉,Flesh,,9,99,,15000,,Monster-Jewel-Yellow.png,
914,Deviljho Scale,Dämonjho-Schuppe,Écaille Deviljho,Escama de Deviljho,Deviljho: scaglia,恐暴竜の黒鱗,Flesh,,6,99,,2100,"A greenish-black Deviljho scale. It's not often sold, as rumors claim it brings it misfortune.",Scale-DarkGreen.png,
915,Deviljho Shard,Dämonjho-Scherbe,Éclat noir Deviljho,Piedra Deviljho,Deviljho: frammento,恐暴竜の厚黒鱗,Flesh,,8,99,,6300,"A heavy, high-quality Deviljho scale. Rumored to bring bad luck, but actually an excellent material.",Scale-DarkGreen.png,
916,Deviljho Hide,Dämonjho-Lederhaut,Cuir Deviljho,Piel de Deviljho,Deviljho: pelle,恐暴竜の黒皮,Flesh,,6,99,,2800,Black hide that is oddly slimy and difficult to forge with.,Hide-DarkGreen.png,
917,Deviljho Blackpiel,Dämonjho-Schwarzbalg,Pelage noir Deviljho,Cota de Deviljho,Deviljho: manto,恐暴竜の厚黒皮,Flesh,,8,99,,5400,,Hide-DarkGreen.png,
918,Deviljho Tallfang,Dämonjho-Reißzahn,Croc Deviljho,Colmillo de Deviljho,Deviljho: zanna,恐暴竜の大牙,Flesh,,6,99,,2980,,Fang-DarkGreen.png,
919,Deviljho Hardfang,Dämonjho-Hartreißzhn,Croc lourd Deviljho,Colm. duro Deviljho,Deviljho: zanna dura,恐暴竜の重牙,Flesh,,8,99,,8940,,Fang-DarkGreen.png,
920,Deviljho Talon,Dämonjho-Kralle,Griffe Deviljho,Garra de Deviljho,Deviljho: sperone,恐暴竜の鉤爪,Flesh,,6,99,,2600,"A dangerously sharp, hooked talon. Inexperienced crafters risk serious injury.",Fang-DarkGreen.png,
921,Deviljho Ripper,Dämonjho-Reißer,Déchireur Deviljho,Espolón de Deviljho,Deviljho: bisturi,恐暴竜の剛鉤爪,Flesh,,8,99,,6300,"An incredibly sharp, rigid talon. Even experienced handlers can be injured if not careful.",Fang-DarkGreen.png,
922,Deviljho Scalp,Dämonjho-Skalp,Scalp Deviljho,Cuero cabell. Devil,Deviljho: scalpo,恐暴竜の頭殻,Flesh,,6,99,,3800,Removing this part of a Deviljho's skull releases an unimaginably putrid odor.,Carapace-DarkGreen.png,
923,Deviljho Tail,Dämonjho-Schwanz,Queue Deviljho,Cola de Deviljho,Deviljho: coda,恐暴竜の尻尾,Flesh,,6,99,,4000,A masive tail resembling a fin. Some folks are out to collect these exclusively.,Carapace-DarkGreen.png,
924,Deviljho Flail,Dämonjho-Flegel,Fléau Deviljho,Corte de Deviljho,Deviljho: flagello,恐暴竜の重尾,Flesh,,8,99,,9200,A large slab of a Deviljho's leech-like tail. Even so-called experts are shocked by it.,Carapace-DarkGreen.png,
925,Deviljho Saliva,Dämonjho-Spucke,Salive Deviljho,Saliva de Deviljho,Deviljho: saliva,恐暴竜の唾液,Flesh,,6,99,,1700,The symbol of a Deviljho's insatiable appetite. The strong acid corrodes all it touches.,Liquid-DarkGreen.png,
926,Black Blood,Schwarzes Blut,Sang noir,Sangre negra,Sangue nero,ドス黒い血,Flesh,,6,99,,5100,Dark black blood characteristic of a Deviljho. It feels like it could jump up and attack at any time.,Liquid-Red.png,
927,Vile Fang,Böser Reißzahn,Croc diabolique,Colmillo vil,Zanna immonda,極悪な牙,Flesh,,8,99,,8940,"A massive, overgrown fang that can chomp through anything. Filled with pure evil.",Fang-DarkGreen.png,
928,Spattered Hide,Befleckte Lederhaut,Cuir maculé,Piel manchada,Pelle macchiata,歴戦の漆黒皮,Flesh,,6,99,,5400,,Hide-Grey.png,
929,Bloodied Ebonhide,BlutigesSchwarzleder,Cuirébène de sang,Piel negra sangrienta,Pellebano di sangue,血戦の漆黒皮,Flesh,,8,99,,10410,,Hide-Grey.png,
930,Deviljho Gem,Dämonjho-Edelstein,Gemme Deviljho,Gema de Deviljho,Deviljho: gemma,恐暴竜の宝玉,Flesh,,7,99,,9700,A precious gem said to contain a Deviljho's might. Used in shady rituals.,Monster-Jewel-DarkGreen.png,
931,Deviljho Crook,Dämonjho-Haken,Crochet Deviljho,Malicia Deviljho,Deviljho: uncino,恐暴竜の滅鱗,Flesh,,9,99,,15000,An unsettling scale that became warped as it absorbed the malice of the Deviljho's various prey.,Mantle-DarkGreen.png,
932,Kirin Thunderhorn,Kirin-Horn,Corne Kirin,Cuerno rayo Kirin,Kirin: cornotuono,キリンの雷角,Flesh,,4,99,,1800,,Fang-White.png,
933,Kirin Hide,Kirin-Lederhaut,Cuir Kirin,Piel de Kirin,Kirin: pelle,キリンの皮,Flesh,,4,99,,680,,Hide-White.png,
934,Kirin Hide+,Kirin-Lederhaut+,Cuir Kirin +,Piel de Kirin+,Kirin: pelle+,キリンの上皮,Flesh,,6,99,,2100,,Hide-White.png,
935,Kirin Finehide,Zartes Kirin-Leder,Cuir spécial Kirin,Piel Kirin especial,Kirin: pelle speciale,キリンの特上皮,Flesh,,8,99,,5250,,Hide-White.png,
936,Kirin Mane,Kirin-Mähne,Crinière Kirin,Crin de Kirin,Kirin: criniera,キリンのたてがみ,Flesh,,4,99,,2500,,Carapace-White.png,
937,Platinum Mane,Platinum-Mähne,Crinière platine,Crin platino,Criniera Platino,白銀のたてがみ,Flesh,,8,99,,15620,,Carapace-White.png,
938,Kirin Thundertail,Kirin-Donnerschwanz,Queue de foudre Kirin,Cola de Kirin rayo,Kirin: codatuono,キリンの雷尾,Flesh,,4,99,,4000,,Carapace-White.png,
939,Kirin Thunderlash,Kirin-Donnerpeitsche,Queue foudre Kirin,Cola Kirin rayo,Kirin: codatuono rara,キリンの靭雷尾,Flesh,,8,99,,10000,,Carapace-White.png,
940,Kirin Azure Horn,Azurnes Kirin-Horn,Corne azur Kirin,Cuerno Kirin celeste,Kirin: corno azzurro,キリンの蒼角,Flesh,,6,99,,5400,,Fang-Blue.png,
941,Kirin Azure Peak,Azurne Kirin-Spitze,Pic azur Kirin,Pico celeste de Kirin,Kirin: picco azzurro,キリンの剛蒼角,Flesh,,8,99,,13500,,Fang-Blue.png,
942,Kirin Icehorn,Kirin-Eishorn,Corne glacée Kirin,Cuerno hielo Kirin,Kirin: cornogelo,キリンの氷角,Flesh,,6,99,,5800,,Fang-Purple.png,
943,Kirin Ice Peak,Kirin-Eisspitze,Pic de glace Kirin,Pico helado de Kirin,Kirin: picco glaciale,キリンの剛氷角,Flesh,,8,99,,14500,,Fang-Purple.png,
944,Kirin Frost Tail,Kirin-Frostschwanz,Queue gelée Kirin,Cola helada Kirin,Kirin: codagelo,キリンの霜尾,Flesh,,6,99,,4300,,Carapace-Purple.png,
945,Kirin Frostlash,Kirin-Frostpeitsche,Fouet glacial Kirin,Látigo helado Kirin,Kirin: criofrusta,キリンの靭霜尾,Flesh,,8,99,,10750,,Carapace-Purple.png,
946,Daora Scale,Daora-Drachenschuppe,Écaille Daora,Escama de Daora,K.Daora: scaglia,鋼の龍鱗,Flesh,,6,99,,3900,,Scale-Grey.png,
947,Daora Shard,Daora-Scherbe,Écaille épaisse Daora,Piedra dragón Daora,K.Daora: sc. pura,鋼の厚龍鱗,Flesh,,8,99,,9750,,Scale-Grey.png,
948,Daora Carapace,Daora-Rückenpanzer,Cuirasse Daora,Coraza de Daora,K.Daora: carapace,鋼龍の堅殻,Flesh,,6,99,,3100,,Shell-Grey.png,
949,Daora Cortex,Daora-Kortex,Cortex Daora,Placa de Daora,K.Daora: corteccia,鋼龍の重殻,Flesh,,8,99,,7750,,Shell-Grey.png,
950,Daora Claw+,Scharfe Daora-Klaue,Griffe Daora +,Garra afilada Daora,K.Daora: artiglio,鋼龍の尖爪,Flesh,,6,99,,5500,,Fang-Grey.png,
951,Daora Hardclaw,Daora-Hartklaue,Serre Daora,Garra dura Daora,K.Daora: art. duro,鋼龍の剛爪,Flesh,,8,99,,13750,,Fang-Grey.png,
952,Daora Tail,Daora-Schwanz,Queue Daora,Cola de Daora,K.Daora: coda,鋼龍の尻尾,Flesh,,6,99,,7000,,Carapace-Grey.png,
953,Daora Lash,Daora-Peitsche,Fouet Daora,Látigo de Daora,K.Daora: coda pelle,鋼龍の靭尾,Flesh,,8,99,,17500,,Carapace-Grey.png,
954,Daora Webbing,Daora-Gewebe,Palmure Daora,Membrana de Daora,K.Daora: membrana,鋼龍の翼膜,Flesh,,6,99,,6400,,Webbing-Grey.png,
955,Daora Fellwing,Daora-Balgflügel,Égide Daora,Aladura de Daora,K.Daora: ala dura,鋼龍の剛翼,Flesh,,8,99,,16000,,Carapace-Grey.png,
956,Daora Horn+,Daora-Horn+,Corne Daora +,Cuerno de Daora+,K.Daora: corno+,鋼龍の尖角,Flesh,,6,99,,9000,,Fang-Grey.png,
957,Daora Hardhorn,Daroa-Harthorn,Vouge Daora,Asta de Daora,K.Daora: corno duro,鋼龍の剛角,Flesh,,8,99,,18000,,Fang-Grey.png,
958,Daora Gem,Daora-Edelstein,Joyau Daora,Gema de Daora,K.Daora: gemma,鋼龍の宝玉,Flesh,,7,99,,12000,,Monster-Jewel-Grey.png,
959,Steelrust Scale,Stahlrost-Schuppe,Écaille oxydée,Escama oxidada,Scaglia ruggiferro,錆鋼の龍鱗,Flesh,,8,99,,12675,,Scale-Grey.png,
960,Steelrust Drakeshell,StahlrostDrachenpnzr,Coque oxydée,Caparazón oxidado,C.drago ruggiferro,錆鋼の龍殻,Flesh,,8,99,,10070,,Carapace-Grey.png,
961,Steelrust Claw,Stahlrost-Klaue,Griffe oxydée,Garra oxidada,Artiglio ruggiferro,錆鋼の龍爪,Flesh,,8,99,,17870,,Fang-Grey.png,
962,Maelstriker Wing,Mahlstürmer-Flügel,Aile maelstrom,Ala devastadora,Ala turbinante,暴風の破翼,Flesh,,8,99,,20800,,Carapace-Grey.png,
963,Silverpeak Corona,Silberspitze-Korona,Corona du pic-argent,Aureola plateada,Corona piccoargento,銀嶺の冠,Flesh,,9,99,,29250,,Carapace-White.png,
