_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
4101,Body,88,139,3,0,0,-5,-1,Both,Blade,0
4102,Arms,88,139,3,0,0,-5,-1,Both,Blade,3
4103,Waist,88,139,3,0,0,-5,-1,Both,Blade,3
4104,Legs,88,139,3,0,0,-5,-1,Both,Blade,2
4105,Head,47,90,4,1,1,-4,0,Both,Gunner,0
4106,Body,47,90,4,1,1,-4,0,Both,Gunner,0
4107,Arms,47,90,4,1,1,-4,0,Both,Gunner,3
4108,Waist,47,90,4,1,1,-4,0,Both,Gunner,3
4109,Legs,47,90,4,1,1,-4,0,Both,Gunner,2
4110,Head,80,135,-4,-4,0,4,2,Both,Blade,1
4111,Body,80,135,-4,-4,0,4,2,Both,Blade,0
4112,Arms,80,135,-4,-4,0,4,2,Both,Blade,1
4113,Waist,80,135,-4,-4,0,4,2,Both,Blade,2
4114,Legs,80,135,-4,-4,0,4,2,Both,Blade,2
4115,Head,43,88,-2,-2,1,6,3,Both,Gunner,1
4116,Body,43,88,-2,-2,1,6,3,Both,Gunner,0
4117,Arms,43,88,-2,-2,1,6,3,Both,Gunner,1
4118,Waist,43,88,-2,-2,1,6,3,Both,Gunner,2
4119,Legs,43,88,-2,-2,1,6,3,Both,Gunner,2
4120,Head,84,135,-2,-2,2,4,3,Both,Blade,2
4121,Body,84,135,-2,-2,2,4,3,Both,Blade,2
4122,Arms,84,135,-2,-2,2,4,3,Both,Blade,2
4123,Legs,84,135,-2,-2,2,4,3,Both,Blade,2
4124,Head,45,88,-1,-1,3,5,4,Both,Gunner,2
4125,Body,45,88,-1,-1,3,5,4,Both,Gunner,2
4126,Arms,45,88,-1,-1,3,5,4,Both,Gunner,2
4127,Legs,45,88,-1,-1,3,5,4,Both,Gunner,2
4128,Head,72,129,3,3,2,-5,-4,Male,Blade,1
4129,Body,72,129,3,3,2,-5,-4,Male,Blade,1
4130,Arms,72,129,3,3,2,-5,-4,Male,Blade,2
4131,Waist,72,129,3,3,2,-5,-4,Male,Blade,2
4132,Legs,72,129,3,3,2,-5,-4,Male,Blade,1
4133,Head,38,84,4,5,2,-4,-3,Male,Gunner,1
4134,Body,38,84,4,5,2,-4,-3,Male,Gunner,1
4135,Arms,38,84,4,5,2,-4,-3,Male,Gunner,2
4136,Waist,38,84,4,5,2,-4,-3,Male,Gunner,2
4137,Legs,38,84,4,5,2,-4,-3,Male,Gunner,1
4138,Head,72,129,3,3,2,-5,-4,Female,Blade,1
4139,Body,72,129,3,3,2,-5,-4,Female,Blade,1
4140,Arms,72,129,3,3,2,-5,-4,Female,Blade,2
4141,Waist,72,129,3,3,2,-5,-4,Female,Blade,2
4142,Legs,72,129,3,3,2,-5,-4,Female,Blade,1
4143,Head,38,84,4,5,2,-4,-3,Female,Gunner,1
4144,Body,38,84,4,5,2,-4,-3,Female,Gunner,1
4145,Arms,38,84,4,5,2,-4,-3,Female,Gunner,2
4146,Waist,38,84,4,5,2,-4,-3,Female,Gunner,2
4147,Legs,38,84,4,5,2,-4,-3,Female,Gunner,1
4148,Head,92,141,-4,3,1,0,-1,Male,Blade,1
4149,Body,92,141,-4,3,1,0,-1,Male,Blade,0
4150,Arms,92,141,-4,3,1,0,-1,Male,Blade,1
4151,Waist,92,141,-4,3,1,0,-1,Male,Blade,1
4152,Legs,92,141,-4,3,1,0,-1,Male,Blade,2
4153,Head,50,91,-3,4,2,1,0,Male,Gunner,1
4154,Body,50,91,-3,4,2,1,0,Male,Gunner,0
4155,Arms,50,91,-3,4,2,1,0,Male,Gunner,1
4156,Waist,50,91,-3,4,2,1,0,Male,Gunner,1
4157,Legs,50,91,-3,4,2,1,0,Male,Gunner,2
4158,Head,92,141,-4,3,1,0,-1,Female,Blade,1
4159,Body,92,141,-4,3,1,0,-1,Female,Blade,0
4160,Arms,92,141,-4,3,1,0,-1,Female,Blade,1
4161,Waist,92,141,-4,3,1,0,-1,Female,Blade,1
4162,Legs,92,141,-4,3,1,0,-1,Female,Blade,2
4163,Head,50,91,-3,4,2,1,0,Female,Gunner,1
4164,Body,50,91,-3,4,2,1,0,Female,Gunner,0
4165,Arms,50,91,-3,4,2,1,0,Female,Gunner,1
4166,Waist,50,91,-3,4,2,1,0,Female,Gunner,1
4167,Legs,50,91,-3,4,2,1,0,Female,Gunner,2
4168,Head,80,135,0,0,0,0,0,Male,Blade,2
4169,Body,80,135,0,0,0,0,0,Male,Blade,1
4170,Arms,80,135,0,0,0,0,0,Male,Blade,1
4171,Waist,80,135,0,0,0,0,0,Male,Blade,1
4172,Legs,80,135,0,0,0,0,0,Male,Blade,2
4173,Head,43,88,1,1,1,1,1,Male,Gunner,2
4174,Body,43,88,1,1,1,1,1,Male,Gunner,1
4175,Arms,43,88,1,1,1,1,1,Male,Gunner,1
4176,Waist,43,88,1,1,1,1,1,Male,Gunner,1
4177,Legs,43,88,1,1,1,1,1,Male,Gunner,2
4178,Head,80,135,0,0,0,0,0,Female,Blade,2
4179,Body,80,135,0,0,0,0,0,Female,Blade,1
4180,Arms,80,135,0,0,0,0,0,Female,Blade,1
4181,Waist,80,135,0,0,0,0,0,Female,Blade,1
4182,Legs,80,135,0,0,0,0,0,Female,Blade,2
4183,Head,43,88,1,1,1,1,1,Female,Gunner,2
4184,Body,43,88,1,1,1,1,1,Female,Gunner,1
4185,Arms,43,88,1,1,1,1,1,Female,Gunner,1
4186,Waist,43,88,1,1,1,1,1,Female,Gunner,1
4187,Legs,43,88,1,1,1,1,1,Female,Gunner,2
4188,Head,92,145,3,-3,0,0,-2,Both,Blade,3
4189,Body,92,145,3,-3,0,0,-2,Both,Blade,1
4190,Arms,92,145,3,-3,0,0,-2,Both,Blade,1
4191,Waist,92,145,3,-3,0,0,-2,Both,Blade,3
4192,Legs,92,145,3,-3,0,0,-2,Both,Blade,2
4193,Head,50,94,4,-2,1,1,-1,Both,Gunner,3
4194,Body,50,94,4,-2,1,1,-1,Both,Gunner,2
4195,Arms,50,94,4,-2,1,1,-1,Both,Gunner,0
4196,Waist,50,94,4,-2,1,1,-1,Both,Gunner,3
4197,Legs,50,94,4,-2,1,1,-1,Both,Gunner,2
4198,Head,92,141,-1,0,3,3,-3,Both,Blade,2
4199,Body,92,141,-1,0,3,3,-3,Both,Blade,2
4200,Arms,92,141,-1,0,3,3,-3,Both,Blade,0
4201,Waist,92,141,-1,0,3,3,-3,Both,Blade,2
4202,Legs,92,141,-1,0,3,3,-3,Both,Blade,2
4203,Head,50,91,0,1,4,4,-2,Both,Gunner,2
4204,Body,50,91,0,1,4,4,-2,Both,Gunner,2
4205,Arms,50,91,0,1,4,4,-2,Both,Gunner,0
4206,Waist,50,91,0,1,4,4,-2,Both,Gunner,2
4207,Legs,50,91,0,1,4,4,-2,Both,Gunner,2
4208,Head,92,141,3,-2,-4,0,0,Both,Blade,3
4209,Body,92,141,3,-2,-4,0,0,Both,Blade,1
4210,Arms,92,141,3,-2,-4,0,0,Both,Blade,2
4211,Waist,92,141,3,-2,-4,0,0,Both,Blade,2
4212,Legs,92,141,3,-2,-4,0,0,Both,Blade,1
4213,Head,50,91,4,-1,-3,1,1,Both,Gunner,3
4214,Body,50,91,4,-1,-3,1,1,Both,Gunner,1
4215,Arms,50,91,4,-1,-3,1,1,Both,Gunner,2
4216,Waist,50,91,4,-1,-3,1,1,Both,Gunner,2
4217,Legs,50,91,4,-1,-3,1,1,Both,Gunner,1
4218,Head,94,143,3,0,-4,0,-2,Both,Blade,3
4219,Body,94,143,3,0,-4,0,-2,Both,Blade,1
4220,Arms,94,143,3,0,-4,0,-2,Both,Blade,1
4221,Waist,94,143,3,0,-4,0,-2,Both,Blade,2
4222,Legs,94,143,3,0,-4,0,-2,Both,Blade,1
4223,Head,51,92,4,1,-3,1,-1,Both,Gunner,3
4224,Body,51,92,4,1,-3,1,-1,Both,Gunner,1
4225,Arms,51,92,4,1,-3,1,-1,Both,Gunner,1
4226,Waist,51,92,4,1,-3,1,-1,Both,Gunner,2
4227,Legs,51,92,4,1,-3,1,-1,Both,Gunner,1
4228,Head,96,143,2,-4,-2,-1,0,Both,Blade,1
4229,Body,96,143,2,-4,-2,-1,0,Both,Blade,1
4230,Arms,96,143,2,-4,-2,-1,0,Both,Blade,2
4231,Waist,96,143,2,-4,-2,-1,0,Both,Blade,3
4232,Legs,96,143,2,-4,-2,-1,0,Both,Blade,0
4233,Head,52,92,3,-3,-1,0,1,Both,Gunner,1
4234,Body,52,92,3,-3,-1,0,1,Both,Gunner,1
4235,Arms,52,92,3,-3,-1,0,1,Both,Gunner,2
4236,Waist,52,92,3,-3,-1,0,1,Both,Gunner,3
4237,Legs,52,92,3,-3,-1,0,1,Both,Gunner,0
4238,Head,97,144,2,-2,-1,-4,0,Both,Blade,0
4239,Body,97,144,2,-2,-1,-4,0,Both,Blade,2
4240,Arms,97,144,2,-2,-1,-4,0,Both,Blade,1
4241,Waist,97,144,2,-2,-1,-4,0,Both,Blade,2
4242,Legs,97,144,2,-2,-1,-4,0,Both,Blade,2
4243,Head,54,94,3,-1,0,-3,1,Both,Gunner,0
4244,Body,54,94,3,-1,0,-3,1,Both,Gunner,2
4245,Arms,54,94,3,-1,0,-3,1,Both,Gunner,1
4246,Waist,54,94,3,-1,0,-3,1,Both,Gunner,2
4247,Legs,54,94,3,-1,0,-3,1,Both,Gunner,2
4248,Head,90,139,0,3,1,-2,-4,Both,Blade,2
4249,Body,90,139,0,3,1,-2,-4,Both,Blade,3
4250,Arms,90,139,0,3,1,-2,-4,Both,Blade,0
4251,Waist,90,139,0,3,1,-2,-4,Both,Blade,3
4252,Legs,90,139,0,3,1,-2,-4,Both,Blade,1
4253,Head,49,90,1,4,2,-1,-3,Both,Gunner,2
4254,Body,49,90,1,4,2,-1,-3,Both,Gunner,3
4255,Arms,49,90,1,4,2,-1,-3,Both,Gunner,0
4256,Waist,49,90,1,4,2,-1,-3,Both,Gunner,3
4257,Legs,49,90,1,4,2,-1,-3,Both,Gunner,1
4258,Head,94,143,0,-5,4,-4,0,Both,Blade,2
4259,Body,94,143,0,-5,4,-4,0,Both,Blade,1
4260,Arms,94,143,0,-5,4,-4,0,Both,Blade,1
4261,Waist,94,143,0,-5,4,-4,0,Both,Blade,0
4262,Legs,94,143,0,-5,4,-4,0,Both,Blade,2
4263,Head,51,92,1,-4,5,-3,1,Both,Gunner,2
4264,Body,51,92,1,-4,5,-3,1,Both,Gunner,1
4265,Arms,51,92,1,-4,5,-3,1,Both,Gunner,1
4266,Waist,51,92,1,-4,5,-3,1,Both,Gunner,0
4267,Legs,51,92,1,-4,5,-3,1,Both,Gunner,2
4268,Head,96,143,-4,-1,3,3,-3,Both,Blade,2
4269,Body,96,143,-4,-1,3,3,-3,Both,Blade,1
4270,Arms,96,143,-4,-1,3,3,-3,Both,Blade,2
4271,Waist,96,143,-3,-4,3,2,2,Both,Blade,2
4272,Legs,96,143,-4,-1,3,3,-3,Both,Blade,1
4273,Head,52,92,-3,0,4,4,-2,Both,Gunner,3
4274,Body,52,92,-3,0,4,4,-2,Both,Gunner,1
4275,Arms,52,92,-3,0,4,4,-2,Both,Gunner,2
4276,Waist,52,92,-2,-3,4,3,3,Both,Gunner,1
4277,Legs,52,92,-3,0,4,4,-2,Both,Gunner,1
4278,Head,97,144,3,-2,3,-1,-4,Both,Blade,1
4279,Body,97,144,3,-3,3,-1,-4,Both,Blade,1
4280,Arms,97,144,3,-3,3,-1,-4,Both,Blade,2
4281,Waist,97,144,0,-3,3,0,-4,Both,Blade,3
4282,Legs,97,144,3,-3,3,-1,-4,Both,Blade,2
4283,Head,54,94,4,-2,4,0,-3,Both,Gunner,1
4284,Body,54,94,4,-2,4,0,-3,Both,Gunner,1
4285,Arms,54,94,4,-2,4,0,-3,Both,Gunner,2
4286,Waist,54,94,1,-2,4,1,-3,Both,Gunner,3
4287,Legs,54,94,4,-2,4,0,-3,Both,Gunner,2
4288,Head,96,143,3,0,-3,-4,2,Both,Blade,1
4289,Body,96,143,3,0,-3,-4,2,Both,Blade,2
4290,Arms,96,143,3,0,-3,-4,2,Both,Blade,2
4291,Waist,96,143,3,0,-3,-4,2,Both,Blade,0
4292,Legs,96,143,3,0,-3,-4,2,Both,Blade,2
4293,Head,52,92,4,1,-2,-3,3,Both,Gunner,1
4294,Body,52,92,4,1,-2,-3,3,Both,Gunner,2
4295,Arms,52,92,4,1,-2,-3,3,Both,Gunner,2
4296,Waist,52,92,4,1,-2,-3,3,Both,Gunner,0
4297,Legs,52,92,4,1,-2,-3,3,Both,Gunner,2
4298,Head,97,144,3,1,1,-5,1,Both,Blade,2
4299,Body,97,144,3,1,1,-5,1,Both,Blade,3
4300,Arms,97,144,3,1,1,-5,1,Both,Blade,2
4301,Waist,97,144,3,1,1,-5,1,Both,Blade,2
4302,Legs,97,144,3,1,1,-5,1,Both,Blade,2
4303,Head,54,94,4,2,2,-4,2,Both,Gunner,2
4304,Body,54,94,4,2,2,-4,2,Both,Gunner,3
4305,Arms,54,94,4,2,2,-4,2,Both,Gunner,2
4306,Waist,54,94,4,2,2,-4,2,Both,Gunner,2
4307,Legs,54,94,4,2,2,-4,2,Both,Gunner,2
4308,Head,96,143,2,0,0,0,-4,Both,Blade,2
4309,Body,96,143,2,0,0,0,-4,Both,Blade,1
4310,Arms,96,143,2,0,0,0,-4,Both,Blade,1
4311,Waist,96,143,2,0,0,0,-4,Both,Blade,1
4312,Legs,96,143,2,0,0,0,-4,Both,Blade,3
4313,Head,53,93,3,1,1,1,-3,Both,Gunner,2
4314,Body,53,93,3,1,1,1,-3,Both,Gunner,1
4315,Arms,53,93,3,1,1,1,-3,Both,Gunner,1
4316,Waist,53,93,3,1,1,1,-3,Both,Gunner,1
4317,Legs,53,93,3,1,1,1,-3,Both,Gunner,3
4318,Head,98,145,4,0,0,0,-6,Both,Blade,1
4319,Body,98,145,4,0,0,0,-6,Both,Blade,2
4320,Arms,98,145,4,0,0,0,-6,Both,Blade,2
4321,Waist,98,145,4,0,0,0,-6,Both,Blade,2
4322,Legs,98,145,4,0,0,0,-6,Both,Blade,3
4323,Head,54,94,5,1,1,1,-5,Both,Gunner,1
4324,Body,54,94,5,1,1,1,-5,Both,Gunner,2
4325,Arms,54,94,5,1,1,1,-5,Both,Gunner,2
4326,Waist,54,94,5,1,1,1,-5,Both,Gunner,2
4327,Legs,54,94,5,1,1,1,-5,Both,Gunner,3
4328,Head,96,143,3,0,0,-4,-2,Both,Blade,2
4329,Body,96,143,3,0,0,-4,-2,Both,Blade,1
4330,Arms,96,143,3,0,0,-4,-2,Both,Blade,1
4331,Waist,96,143,3,0,0,-4,-2,Both,Blade,2
4332,Legs,96,143,3,0,0,-4,-2,Both,Blade,2
4333,Head,53,93,4,1,1,-3,-1,Both,Gunner,2
4334,Body,53,93,4,1,1,-3,-1,Both,Gunner,1
4335,Arms,53,93,4,1,1,-3,-1,Both,Gunner,1
4336,Waist,53,93,4,1,1,-3,-1,Both,Gunner,2
4337,Legs,53,93,4,1,1,-3,-1,Both,Gunner,2
4338,Head,106,148,0,-4,-4,0,1,Both,Blade,1
4339,Body,106,148,0,-4,-4,0,1,Both,Blade,1
4340,Arms,106,148,0,-4,-4,0,1,Both,Blade,1
4341,Waist,106,148,0,-4,-4,0,1,Both,Blade,0
4342,Legs,106,148,0,-4,-4,0,1,Both,Blade,3
4343,Head,60,96,1,-3,-3,1,2,Both,Gunner,1
4344,Body,60,96,1,-3,-3,1,2,Both,Gunner,1
4345,Arms,60,96,1,-3,-3,1,2,Both,Gunner,1
4346,Waist,60,96,1,-3,-3,1,2,Both,Gunner,0
4347,Legs,60,96,1,-3,-3,1,2,Both,Gunner,3
4348,Head,106,148,-5,-3,-6,4,2,Male,Blade,1
4349,Body,106,148,-5,-3,-3,4,2,Male,Blade,2
4350,Arms,106,148,-5,-3,-5,4,2,Male,Blade,3
4351,Waist,106,148,-5,-3,-3,4,2,Male,Blade,1
4352,Legs,106,148,-5,-3,-3,4,2,Male,Blade,3
4353,Head,60,96,-4,-2,-5,5,3,Male,Gunner,1
4354,Body,60,96,-4,-2,-2,5,3,Male,Gunner,2
4355,Arms,60,96,-4,-2,-4,5,3,Male,Gunner,3
4356,Waist,60,96,-4,-2,-2,5,3,Male,Gunner,1
4357,Legs,60,96,-4,-2,-2,5,3,Male,Gunner,3
4358,Head,106,148,-5,-3,-6,4,2,Female,Blade,1
4359,Body,106,148,-5,-3,-3,4,2,Female,Blade,2
4360,Arms,106,148,-5,-3,-5,4,2,Female,Blade,3
4361,Waist,106,148,-5,-3,-3,4,2,Female,Blade,1
4362,Legs,106,148,-5,-3,-3,4,2,Female,Blade,3
4363,Head,60,96,-4,-2,-5,5,3,Female,Gunner,1
4364,Body,60,96,-4,-2,-2,5,3,Female,Gunner,2
4365,Arms,60,96,-4,-2,-4,5,3,Female,Gunner,3
4366,Waist,60,96,-4,-2,-2,5,3,Female,Gunner,1
4367,Legs,60,96,-4,-2,-2,5,3,Female,Gunner,3
4368,Head,95,142,3,3,1,-4,-4,Both,Blade,1
4369,Body,95,142,3,3,1,-4,-4,Both,Blade,2
4370,Arms,95,142,3,3,1,-4,-4,Both,Blade,2
4371,Waist,95,142,3,3,1,-4,-4,Both,Blade,1
4372,Legs,95,142,3,3,1,-4,-4,Both,Blade,2
4373,Head,52,92,4,4,2,-3,-3,Both,Gunner,1
4374,Body,52,92,4,4,2,-3,-3,Both,Gunner,2
4375,Arms,52,92,4,4,2,-3,-3,Both,Gunner,2
4376,Waist,52,92,4,4,2,-3,-3,Both,Gunner,1
4377,Legs,52,92,4,4,2,-3,-3,Both,Gunner,2
4378,Head,96,143,0,-3,2,2,-4,Both,Blade,2
4379,Body,96,143,0,-3,2,2,-4,Both,Blade,1
4380,Arms,96,143,0,-3,2,2,-4,Both,Blade,2
4381,Waist,96,143,0,-3,2,2,-4,Both,Blade,1
4382,Legs,96,143,0,-3,2,2,-4,Both,Blade,2
4383,Head,52,92,1,-2,3,3,-3,Both,Gunner,2
4384,Body,52,92,1,-2,3,3,-3,Both,Gunner,1
4385,Arms,52,92,1,-2,3,3,-3,Both,Gunner,2
4386,Waist,52,92,1,-2,3,3,-3,Both,Gunner,1
4387,Legs,52,92,1,-2,3,3,-3,Both,Gunner,2
4388,Head,100,145,0,-3,2,2,-4,Both,Blade,3
4389,Body,100,145,0,-3,2,2,-4,Both,Blade,1
4390,Arms,100,145,0,-3,2,2,-4,Both,Blade,1
4391,Waist,100,145,0,-3,2,2,-4,Both,Blade,1
4392,Legs,100,145,0,-3,2,2,-4,Both,Blade,2
4393,Head,55,94,1,-2,3,3,-3,Both,Gunner,3
4394,Body,55,94,1,-2,3,3,-3,Both,Gunner,1
4395,Arms,55,94,1,-2,3,3,-3,Both,Gunner,1
4396,Waist,55,94,1,-2,3,3,-3,Both,Gunner,1
4397,Legs,55,94,1,-2,3,3,-3,Both,Gunner,2
4398,Head,95,142,-5,-3,-2,3,2,Both,Blade,0
4399,Body,95,142,-5,-3,-2,3,2,Both,Blade,1
4400,Arms,95,142,-5,-3,-2,3,2,Both,Blade,0
4401,Waist,95,142,-5,-3,-2,3,2,Both,Blade,2
4402,Legs,95,142,-5,-3,-2,3,2,Both,Blade,1
4403,Head,52,92,-4,-2,-1,4,3,Both,Gunner,0
4404,Body,52,92,-4,-2,-1,4,3,Both,Gunner,1
4405,Arms,52,92,-4,-2,-1,4,3,Both,Gunner,0
4406,Waist,52,92,-4,-2,-1,4,3,Both,Gunner,2
4407,Legs,52,92,-4,-2,-1,4,3,Both,Gunner,1
4408,Head,91,140,-2,-4,1,1,1,Both,Blade,1
4409,Body,91,140,-2,-4,1,1,1,Both,Blade,1
4410,Arms,91,140,-2,-4,1,1,1,Both,Blade,2
4411,Waist,91,140,-2,-4,1,1,1,Both,Blade,3
4412,Legs,91,140,-2,-4,1,1,1,Both,Blade,0
4413,Head,50,91,-1,-3,2,2,2,Both,Gunner,1
4414,Body,50,91,-1,-3,2,2,2,Both,Gunner,1
4415,Arms,50,91,-1,-3,2,2,2,Both,Gunner,2
4416,Waist,50,91,-1,-3,2,2,2,Both,Gunner,3
4417,Legs,50,91,-1,-3,2,2,2,Both,Gunner,0
4418,Head,93,142,-5,3,-1,1,-1,Both,Blade,2
4419,Body,93,142,-5,3,-1,1,-1,Both,Blade,1
4420,Arms,93,142,-5,3,-1,1,-1,Both,Blade,1
4421,Waist,93,142,-5,3,-1,1,-1,Both,Blade,3
4422,Legs,93,142,-5,3,-1,1,-1,Both,Blade,2
4423,Head,51,92,-4,4,0,2,0,Both,Gunner,2
4424,Body,51,92,-4,4,0,2,0,Both,Gunner,2
4425,Arms,51,92,-4,4,0,2,0,Both,Gunner,1
4426,Waist,51,92,-4,4,0,2,0,Both,Gunner,3
4427,Legs,51,92,-4,4,0,2,0,Both,Gunner,2
4428,Head,96,143,-4,1,1,2,-2,Both,Blade,2
4429,Body,96,143,-4,1,1,2,-2,Both,Blade,2
4430,Arms,96,143,-4,1,1,2,-2,Both,Blade,1
4431,Waist,96,143,-4,1,1,2,-2,Both,Blade,2
4432,Legs,96,143,-4,1,1,2,-2,Both,Blade,2
4433,Head,52,92,-3,2,2,3,-1,Both,Gunner,1
4434,Body,52,92,-3,2,2,3,-1,Both,Gunner,2
4435,Arms,52,92,-3,2,2,3,-1,Both,Gunner,2
4436,Waist,52,92,-3,2,2,3,-1,Both,Gunner,2
4437,Legs,52,92,-3,2,2,3,-1,Both,Gunner,2
4438,Head,98,145,2,0,1,-3,0,Both,Blade,2
4439,Body,98,145,2,0,1,-3,0,Both,Blade,2
4440,Arms,98,145,2,0,1,-3,0,Both,Blade,0
4441,Waist,98,145,2,0,1,-3,0,Both,Blade,0
4442,Legs,98,145,2,0,1,-3,0,Both,Blade,2
4443,Head,54,94,3,1,2,-2,1,Both,Gunner,2
4444,Body,54,94,3,1,2,-2,1,Both,Gunner,2
4445,Arms,54,94,3,1,2,-2,1,Both,Gunner,0
4446,Waist,54,94,3,1,2,-2,1,Both,Gunner,0
4447,Legs,54,94,3,1,2,-2,1,Both,Gunner,2
4448,Head,92,141,0,-3,3,-3,2,Both,Blade,2
4449,Body,92,141,0,-3,3,-3,2,Both,Blade,2
4450,Arms,92,141,0,-3,3,-3,2,Both,Blade,2
4451,Waist,92,141,0,-3,3,-3,2,Both,Blade,2
4452,Legs,92,141,0,-3,3,-3,2,Both,Blade,1
4453,Head,50,91,1,-2,4,-2,3,Both,Gunner,2
4454,Body,50,91,1,-2,4,-2,3,Both,Gunner,2
4455,Arms,50,91,1,-2,4,-2,3,Both,Gunner,2
4456,Waist,50,91,1,-2,4,-2,3,Both,Gunner,2
4457,Legs,50,91,1,-2,4,-2,3,Both,Gunner,1
4458,Head,106,148,2,1,2,-1,0,Male,Blade,2
4459,Body,106,148,2,1,2,-1,0,Male,Blade,3
4460,Arms,106,148,2,1,2,-1,0,Male,Blade,2
4461,Waist,106,148,2,1,2,-1,0,Male,Blade,2
4462,Legs,106,148,2,1,2,-1,0,Male,Blade,1
4463,Head,60,96,3,2,3,0,1,Male,Gunner,2
4464,Body,60,96,3,2,3,0,1,Male,Gunner,3
4465,Arms,60,96,3,2,3,0,1,Male,Gunner,2
4466,Waist,60,96,3,2,3,0,1,Male,Gunner,2
4467,Legs,60,96,3,2,3,0,1,Male,Gunner,1
4468,Head,106,148,2,1,2,-1,0,Female,Blade,2
4469,Body,106,148,2,1,2,-1,0,Female,Blade,3
4470,Arms,106,148,2,1,2,-1,0,Female,Blade,2
4471,Waist,106,148,2,1,2,-1,0,Female,Blade,2
4472,Legs,106,148,2,1,2,-1,0,Female,Blade,1
4473,Head,60,96,3,2,3,0,1,Female,Gunner,2
4474,Body,60,96,3,2,3,0,1,Female,Gunner,3
4475,Arms,60,96,3,2,3,0,1,Female,Gunner,2
4476,Waist,60,96,3,2,3,0,1,Female,Gunner,2
4477,Legs,60,96,3,2,3,0,1,Female,Gunner,1
4478,Head,92,141,3,0,2,0,0,Male,Blade,1
4479,Body,92,141,3,0,2,0,0,Male,Blade,2
4480,Arms,92,141,3,0,2,0,0,Male,Blade,3
4481,Waist,92,141,3,0,2,0,0,Male,Blade,1
4482,Legs,92,141,3,0,2,0,0,Male,Blade,3
4483,Head,50,91,4,1,3,1,1,Male,Gunner,1
4484,Body,50,91,4,1,3,1,1,Male,Gunner,2
4485,Arms,50,91,4,1,3,1,1,Male,Gunner,3
4486,Waist,50,91,4,1,3,1,1,Male,Gunner,1
4487,Legs,50,91,4,1,3,1,1,Male,Gunner,3
4488,Head,92,141,3,0,2,0,0,Female,Blade,1
4489,Body,92,141,3,0,2,0,0,Female,Blade,2
4490,Arms,92,141,3,0,2,0,0,Female,Blade,3
4491,Waist,92,141,3,0,2,0,0,Female,Blade,1
4492,Legs,92,141,3,0,2,0,0,Female,Blade,3
4493,Head,50,91,4,1,3,1,1,Female,Gunner,1
4494,Body,50,91,4,1,3,1,1,Female,Gunner,2
4495,Arms,50,91,4,1,3,1,1,Female,Gunner,3
4496,Waist,50,91,4,1,3,1,1,Female,Gunner,1
4497,Legs,50,91,4,1,3,1,1,Female,Gunner,3
4498,Head,96,143,0,0,0,0,0,Male,Blade,2
4499,Body,96,143,0,0,0,0,0,Male,Blade,2
4500,Arms,96,143,0,0,0,0,0,Male,Blade,1
4501,Waist,96,143,0,0,0,0,0,Male,Blade,1
4502,Legs,96,143,0,0,0,0,0,Male,Blade,1
4503,Head,53,93,1,1,1,1,1,Male,Gunner,2
4504,Body,53,93,1,1,1,1,1,Male,Gunner,2
4505,Arms,53,93,1,1,1,1,1,Male,Gunner,1
4506,Waist,53,93,1,1,1,1,1,Male,Gunner,1
4507,Legs,53,93,1,1,1,1,1,Male,Gunner,1
4508,Head,96,143,0,0,0,0,0,Female,Blade,2
4509,Body,96,143,0,0,0,0,0,Female,Blade,2
4510,Arms,96,143,0,0,0,0,0,Female,Blade,1
4511,Waist,96,143,0,0,0,0,0,Female,Blade,1
4512,Legs,96,143,0,0,0,0,0,Female,Blade,1
4513,Head,53,93,1,1,1,1,1,Female,Gunner,2
4514,Body,53,93,1,1,1,1,1,Female,Gunner,2
4515,Arms,53,93,1,1,1,1,1,Female,Gunner,1
4516,Waist,53,93,1,1,1,1,1,Female,Gunner,1
4517,Legs,53,93,1,1,1,1,1,Female,Gunner,1
4518,Head,110,150,0,0,0,0,0,Male,Blade,2
4519,Body,110,150,0,0,0,0,0,Male,Blade,2
4520,Arms,110,150,0,0,0,0,0,Male,Blade,1
4521,Waist,110,150,0,0,0,0,0,Male,Blade,2
4522,Legs,110,150,0,0,0,0,0,Male,Blade,0
4523,Head,64,97,1,1,1,1,1,Male,Gunner,2
4524,Body,64,97,1,1,1,1,1,Male,Gunner,2
4525,Arms,64,97,1,1,1,1,1,Male,Gunner,1
4526,Waist,64,97,1,1,1,1,1,Male,Gunner,2
4527,Legs,64,97,1,1,1,1,1,Male,Gunner,0
4528,Head,110,150,0,0,0,0,0,Female,Blade,2
4529,Body,110,150,0,0,0,0,0,Female,Blade,2
4530,Arms,110,150,0,0,0,0,0,Female,Blade,1
4531,Waist,110,150,0,0,0,0,0,Female,Blade,2
4532,Legs,110,150,0,0,0,0,0,Female,Blade,0
4533,Head,64,97,1,1,1,1,1,Female,Gunner,2
4534,Body,64,97,1,1,1,1,1,Female,Gunner,2
4535,Arms,64,97,1,1,1,1,1,Female,Gunner,1
4536,Waist,64,97,1,1,1,1,1,Female,Gunner,2
4537,Legs,64,97,1,1,1,1,1,Female,Gunner,0
4538,Head,64,97,2,2,2,2,2,Both,Both,0
4539,Head,53,,0,0,0,0,0,Both,Both,0
4540,Head,64,97,3,3,3,3,3,Both,Both,0
4541,Head,64,97,0,0,0,0,0,Both,Both,0
